Sublist,Word,Type,IPA Pronunciation,Sounds like,Bangla pronunciation,Word Family,Definition,Bangla definition,Collocations,Collocations (Bangla),Example Sentence 1,Example Sentence 2,Synonym,Antonym,Image-Related Sentence,Image-Related Sentence Bangla,AI Image Prompt,More sentences examples,Bangla Synonym,Bangla Antonym
6,Discriminate,v.,/dɪˈskrɪm.ɪ.neɪt/,dis-KRIM-ih-nayt,ডিস-ক্রিম-ই-নেইট,"discrimination (n.), discriminatory (adj.), indiscriminate (adj.)",Treat differently based on bias,পক্ষপাতের ভিত্তিতে ভিন্নভাবে আচরণ করা,"[
{
""phrase"": ""discriminate against"",
""example_sentence"": ""The team plans to discriminate against during the next stage of the project.""
},
{
""phrase"": ""discriminate between"",
""example_sentence"": ""The team plans to discriminate between during the next stage of the project.""
},
{
""phrase"": ""discrimination based on"",
""example_sentence"": ""The policy refers to discrimination based on when outlining the final procedure.""
},
{
""phrase"": ""racial discrimination"",
""example_sentence"": ""The report examines racial discrimination in a practical context.""
}
]","[
{""phrase"": ""এর প্রতি বৈষম্য করা"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে বৈষম্য করার পরিকল্পনা করছে।""},
{""phrase"": ""এর মধ্যে বৈষম্য করা"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে এর মধ্যে বৈষম্য করার পরিকল্পনা করছে।""},
{""phrase"": ""এর ওপর ভিত্তি করে বৈষম্য"", ""example_sentence"": ""চূড়ান্ত পদ্ধতির রূপরেখা দেওয়ার সময় নীতিটি এর ওপর ভিত্তি করে বৈষম্য উল্লেখ করে।""},
{""phrase"": ""বর্ণবৈষম্য"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বর্ণবৈষম্য পরীক্ষা করে।""}
]",Employers are legally prohibited from discriminating against workers on the basis of age.,Racial discrimination remains a persistent problem in many workplaces and institutions.,"distinguish, prejudice, bias, segregate, judge","mix, confuse, treat equally","The poster promoted equality, showing crossed-out discrimination symbols to emphasize fair treatment for all.","পোস্টারটি সমতার প্রচার করল, সকলের জন্য ন্যায্য আচরণ জোর দিতে বৈষম্যের ক্রস-আউট প্রতীক দেখাল।","Equal sign or balance scale showing fairness versus discrimination symbol with separation. Equality versus inequality, fair treatment representation, discrimination visualization","Laws prohibit discrimination based on race, gender, age, or religion in employment.  Wine connoisseurs can discriminate subtle differences in flavor and aroma.  Discriminating consumers choose quality products carefully based on specific criteria.  Workplace discrimination creates hostile environments and violates employee rights.  The test discriminates between candidates with different skill levels effectively.","পার্থক্য করা, বৈষম্য করা, বিচার করা","একত্রিত করা, সমান আচরণ করা"
6,Display,v./n.,/dɪˈspleɪ/,dis-PLAY,ডিস-প্লেই,displayed (adj.),Show or present publicly,সর্বসাধারণের সামনে দেখানো বা উপস্থাপন করা,"[
{
""phrase"": ""display behavior"",
""example_sentence"": ""The team plans to display behavior during the next stage of the project.""
},
{
""phrase"": ""visual display"",
""example_sentence"": ""The report examines visual display in a practical context.""
},
{
""phrase"": ""on display"",
""example_sentence"": ""The decision was made on display, after the full set of facts was reviewed.""
},
{
""phrase"": ""display of emotion"",
""example_sentence"": ""The team plans to display of emotion during the next stage of the project.""
}
]","[
{""phrase"": ""আচরণ প্রদর্শন করা"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে আচরণ প্রদর্শন করার পরিকল্পনা করছে।""},
{""phrase"": ""দৃশ্যমান প্রদর্শন"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে দৃশ্যমান প্রদর্শন পরীক্ষা করে।""},
{""phrase"": ""প্রদর্শনীতে"", ""example_sentence"": ""সম্পূর্ণ তথ্য পর্যালোচনা করার পর সিদ্ধান্তটি প্রদর্শনীতে নেওয়া হয়েছিল।""},
{""phrase"": ""আবেগের প্রদর্শন"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে আবেগের প্রদর্শন করার পরিকল্পনা করছে।""}
]",Animals display a wide range of behaviours to attract mates and deter rivals.,The museum's latest display of ancient artefacts attracted thousands of visitors.,"show, exhibit, screen, demonstrate, reveal","hide, conceal, cover",The museum display showcased ancient artifacts arranged chronologically with informative descriptions.,জাদুঘরের ডিসপ্লে তথ্যমূলক বিবরণ সহ কালানুক্রমিকভাবে সাজানো প্রাচীন শিল্পকর্ম প্রদর্শন করল।,"Museum exhibition display or store window showcase with items arranged attractively. Exhibition presentation, visual showcase, display arrangement","Museums display artifacts that illustrate historical periods and cultural practices.  Computer displays have evolved from bulky monitors to thin, high-resolution screens.  The peacock displayed its colorful feathers to attract potential mates.  Store window displays attract customers by showcasing featured products creatively.  Athletes display remarkable skill and dedication during competitive performances.","প্রদর্শন করা, দেখানো, উপস্থাপন করা","লুকানো, ঢেকে রাখা"
6,Diverse,adj.,/daɪˈvɜːs/,dih-VURS,ডাই-ভার্স,"diversity (n.), diversify (v.), diversification (n.), diversely (adv.)",Showing great variety or difference,ব্যাপক বৈচিত্র্য বা পার্থক্য দেখানো,"[
{
""phrase"": ""culturally diverse"",
""example_sentence"": ""The report examines culturally diverse in a practical context.""
},
{
""phrase"": ""diverse range"",
""example_sentence"": ""The report examines diverse range in a practical context.""
},
{
""phrase"": ""diversity of"",
""example_sentence"": ""The report clarifies the diversity of the proposed changes in detail.""
},
{
""phrase"": ""ethnic diversity"",
""example_sentence"": ""The report examines ethnic diversity in a practical context.""
}
]","[
{""phrase"": ""সাংস্কৃতিকভাবে বৈচিত্র্যময়"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সাংস্কৃতিকভাবে বৈচিত্র্যময় বিষয়টি পরীক্ষা করে।""},
{""phrase"": ""বৈচিত্র্যময় পরিসর"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বৈচিত্র্যময় পরিসর পরীক্ষা করে।""},
{""phrase"": ""এর বৈচিত্র্য"", ""example_sentence"": ""প্রতিবেদনটি প্রস্তাবিত পরিবর্তনের বৈচিত্র্য বিস্তারিতভাবে স্পষ্ট করে।""},
{""phrase"": ""জাতিগত বৈচিত্র্য"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে জাতিগত বৈচিত্র্য পরীক্ষা করে।""}
]",A culturally diverse classroom enriches the learning experience for all students.,The organisation values the diversity of perspectives that a mixed team brings.,"different, varied, mixed, distinct, various","similar, uniform, same","The diverse group included people from various backgrounds, cultures, and professions working together harmoniously.","বৈচিত্র্যময় দলটিতে বিভিন্ন পটভূমি, সংস্কৃতি ও পেশার মানুষ অন্তর্ভুক্ত ছিলেন যারা সামঞ্জস্যপূর্ণভাবে একসাথে কাজ করলেন।","Colorful group of diverse people or variety of different objects together. Variety visualization, diversity representation, mixed collection","Diverse ecosystems contain numerous species interacting in complex relationships.  Companies benefit from diverse workforces bringing varied perspectives and experiences.  Investment portfolios should be diversified across different asset classes for risk management.  Cultural diversity enriches societies through varied traditions, languages, and customs.  The curriculum includes diverse subjects preparing students for multiple career paths.","বৈচিত্র্যময়, ভিন্ন, মিশ্রিত, বিভিন্ন","অনুরূপ, একই রকম"
6,Domain,n.,/dəˈmeɪn/,doh-MAYN,ডো-মেইন,"dominate (v.), dominance (n.)",An area of knowledge or activity,জ্ঞান বা কার্যক্রমের একটি ক্ষেত্র,"[
{
""phrase"": ""public domain"",
""example_sentence"": ""The report examines public domain in a practical context.""
},
{
""phrase"": ""cognitive domain"",
""example_sentence"": ""The report examines cognitive domain in a practical context.""
},
{
""phrase"": ""domain knowledge"",
""example_sentence"": ""The report examines domain knowledge in a practical context.""
},
{
""phrase"": ""domain expertise"",
""example_sentence"": ""The report examines domain expertise in a practical context.""
}
]","[
{""phrase"": ""পাবলিক ডোমেইন"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে পাবলিক ডোমেইন পরীক্ষা করে।""},
{""phrase"": ""জ্ঞানীয় ডোমেইন"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে জ্ঞানীয় ডোমেইন পরীক্ষা করে।""},
{""phrase"": ""ডোমেইন জ্ঞান"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে ডোমেইন জ্ঞান পরীক্ষা করে।""},
{""phrase"": ""ডোমেইন দক্ষতা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে ডোমেইন দক্ষতা পরীক্ষা করে।""}
]","Bloom's taxonomy identifies three learning domains: cognitive, affective, and psychomotor.","In the public domain, information can be freely accessed and used by anyone.","area, field, realm, territory, zone","point, limit","The medieval map illustrated the king's domain, showing territories under his rule and control.","মধ্যযুগীয় মানচিত্র রাজার ডোমেন চিত্রিত করল, তার শাসন ও নিয়ন্ত্রণাধীন অঞ্চল দেখাল।","Kingdom territory map or website domain name on browser. Territory representation, specialized field, domain visualization",Mathematics and science fall within different domains of academic knowledge.  The king ruled over vast domains extending across multiple territories.  Website domain names must be registered before they can be used online.  Public domain works are free from copyright restrictions and available to everyone.  Each expert works within their domain of specialized knowledge and expertise.,"ক্ষেত্র, এলাকা, রাজ্য, ভূখণ্ড","বিন্দু, সীমা"
6,Edit,v.,/ˈed.ɪt/,ED-it,এড-ইট,"editor (n.), edition (n.), editorial (adj./n.), editing (n.)",Make changes to improve text,পাঠ্য উন্নত করতে পরিবর্তন করা,"[
{
""phrase"": ""edit text"",
""example_sentence"": ""The report examines edit text in a practical context.""
},
{
""phrase"": ""editorial board"",
""example_sentence"": ""The report examines editorial board in a practical context.""
},
{
""phrase"": ""editorial policy"",
""example_sentence"": ""The report examines editorial policy in a practical context.""
},
{
""phrase"": ""heavily edited"",
""example_sentence"": ""The report examines heavily edited in a practical context.""
}
]","[
{""phrase"": ""টেক্সট সম্পাদনা করা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে টেক্সট সম্পাদনা করা পরীক্ষা করে।""},
{""phrase"": ""সম্পাদকীয় পর্ষদ"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সম্পাদকীয় পর্ষদ পরীক্ষা করে।""},
{""phrase"": ""সম্পাদকীয় নীতি"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সম্পাদকীয় নীতি পরীক্ষা করে।""},
{""phrase"": ""প্রচুরভাবে সম্পাদিত"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে প্রচুরভাবে সম্পাদিত বিষয়টি পরীক্ষা করে।""}
]",All articles submitted to the journal are edited for clarity and consistency.,The editorial board reviews each submission and decides whether to accept or reject it.,"change, correct, revise, modify, check","leave, publish raw","The editor marked corrections throughout the manuscript, improving clarity and fixing grammatical errors.","সম্পাদক পাণ্ডুলিপি জুড়ে সংশোধনগুলি চিহ্নিত করলেন, স্পষ্টতা উন্নত করলেন ও ব্যাকরণগত ত্রুটিগুলি ঠিক করলেন।","Person editing document with red pen marking corrections, or video editing software interface. Revision process, editing work, correction activity","Authors work with editors to refine manuscripts before publication.  Video editing software allows creators to modify footage and add effects.  The newspaper's editorial page presents opinions on current issues and policies.  Multiple editions of textbooks incorporate updates and corrections over time.  She carefully edited the essay, correcting grammar and improving clarity.","সম্পাদনা করা, পরিবর্তন করা, সংশোধন করা",অপরিবর্তিত রাখা
6,Enhance,v.,/ɪnˈhɑːns/,en-HANS,এন-হ্যান্স,"enhancement (n.), enhanced (adj.)",Improve the quality or value,মান বা মূল্য উন্নত করা,"[
{
""phrase"": ""enhance performance"",
""example_sentence"": ""The team plans to enhance performance during the next stage of the project.""
},
{
""phrase"": ""enhance quality"",
""example_sentence"": ""The team plans to enhance quality during the next stage of the project.""
},
{
""phrase"": ""enhancement of"",
""example_sentence"": ""The report clarifies the enhancement of the proposed changes in detail.""
},
{
""phrase"": ""performance enhancement"",
""example_sentence"": ""The report examines performance enhancement in a practical context.""
}
]","[
{""phrase"": ""পারফরম্যান্স বৃদ্ধি করা"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে পারফরম্যান্স বৃদ্ধি করার পরিকল্পনা করছে।""},
{""phrase"": ""মান বৃদ্ধি করা"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে মান বৃদ্ধি করার পরিকল্পনা করছে।""},
{""phrase"": ""এর বৃদ্ধি"", ""example_sentence"": ""প্রতিবেদনটি প্রস্তাবিত পরিবর্তনের বৃদ্ধি বিস্তারিতভাবে স্পষ্ট করে।""},
{""phrase"": ""পারফরম্যান্স বৃদ্ধি"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে পারফরম্যান্স বৃদ্ধি পরীক্ষা করে।""}
]",Regular feedback enhances performance by helping learners identify areas for improvement.,The new policy is intended to enhance the quality of care for elderly patients.,"improve, boost, increase, add to, lift","worsen, decrease, reduce","The photo enhancement dramatically improved image quality, transforming a dull picture into vibrant art.","ছবির উন্নতি নাটকীয়ভাবে চিত্রের মান উন্নত করল, একটি নিস্তেজ ছবিকে প্রাণবন্ত শিল্পকর্মে রূপান্তরিত করল।","Before and after comparison showing enhancement, or upward arrow showing improvement. Improvement visualization, quality increase, enhancement representation",Technology enhancements have significantly improved smartphone cameras and performance.  Regular exercise enhances both physical health and mental wellbeing considerably.  Graphics software can enhance photographs by adjusting colors and removing imperfections.  Education enhances earning potential and opens doors to career opportunities.  The renovation enhanced the property's value and aesthetic appeal substantially.,"উন্নত করা, বৃদ্ধি করা, শক্তিশালী করা","অবনতি করা, হ্রাস করা"
6,Estate,n.,/ɪˈsteɪt/,es-TAYT,এস-টেইট,real estate (n.),Property or land someone owns,কারো মালিকানাধীন সম্পত্তি বা ভূমি,"[
{
""phrase"": ""real estate"",
""example_sentence"": ""The report examines real estate in a practical context.""
},
{
""phrase"": ""estate agent"",
""example_sentence"": ""The report examines estate agent in a practical context.""
},
{
""phrase"": ""industrial estate"",
""example_sentence"": ""The report examines industrial estate in a practical context.""
},
{
""phrase"": ""estate planning"",
""example_sentence"": ""The report examines estate planning in a practical context.""
}
]","[
{""phrase"": ""রিয়েল এস্টেট"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে রিয়েল এস্টেট পরীক্ষা করে।""},
{""phrase"": ""এস্টেট এজেন্ট"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে এস্টেট এজেন্ট পরীক্ষা করে।""},
{""phrase"": ""শিল্প এলাকা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে শিল্প এলাকা পরীক্ষা করে।""},
{""phrase"": ""এস্টেট পরিকল্পনা"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে এস্টেট পরিকল্পনা পরীক্ষা করে।""}
]",The rise in real estate prices has made homeownership impossible for many young people.,The industrial estate provides affordable workspace for small and medium-sized businesses.,"property, land, assets, home, status","debt, poverty","The magnificent estate featured rolling lawns, ornate gardens, and a palatial manor house.","মহৎ এস্টেটে ঘূর্ণায়মান লন, অলংকৃত বাগান ও একটি প্রাসাদিক প্রধান ভবন ছিল।","Grand manor house with extensive grounds and gardens. Luxury property, large estate, stately home representation",The wealthy family owned a large country estate with extensive grounds.  Real estate agents help clients buy and sell properties in various markets.  Estate planning ensures assets are distributed according to wishes after death.  The historic estate features a manor house surrounded by beautiful gardens.  Housing estates provide residential communities with shared amenities and facilities.,"সম্পদ, জমি, সম্পত্তি, মর্যাদা","ঋণ, দারিদ্র্য"
6,Exceed,v.,/ɪkˈsiːd/,ek-SEED,এক-সিড,"excess (n./adj.), excessive (adj.), excessively (adv.)",Go beyond a set limit,নির্ধারিত সীমা অতিক্রম করা,"[
{
""phrase"": ""exceed expectations"",
""example_sentence"": ""The team plans to exceed expectations during the next stage of the project.""
},
{
""phrase"": ""exceed the limit"",
""example_sentence"": ""The team plans to exceed the limit during the next stage of the project.""
},
{
""phrase"": ""exceed capacity"",
""example_sentence"": ""The team plans to exceed capacity during the next stage of the project.""
},
{
""phrase"": ""far exceed"",
""example_sentence"": ""The report examines far exceed in a practical context.""
}
]","[
{""phrase"": ""প্রত্যাশা ছাড়িয়ে যাওয়া"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে প্রত্যাশা ছাড়িয়ে যাওয়ার পরিকল্পনা করছে।""},
{""phrase"": ""সীমা ছাড়িয়ে যাওয়া"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে সীমা ছাড়িয়ে যাওয়ার পরিকল্পনা করছে।""},
{""phrase"": ""ক্ষমতা ছাড়িয়ে যাওয়া"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে ক্ষমতা ছাড়িয়ে যাওয়ার পরিকল্পনা করছে।""},
{""phrase"": ""অনেক ছাড়িয়ে যাওয়া"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে অনেক ছাড়িয়ে যাওয়া বিষয়টি পরীক্ষা করে।""}
]","The results far exceeded expectations, surprising even the most optimistic researchers.",Organisations must not exceed the legal limits set for carbon emissions each year.,"pass, top, beat, go beyond, surpass","fail, fall short, lack","The thermometer exceeded the danger zone, indicating temperatures had risen beyond safe levels.","থার্মোমিটার বিপদ অঞ্চল ছাড়িয়ে গেল, নির্দেশ করল তাপমাত্রা নিরাপদ স্তরের উপরে উঠেছে।","Arrow or graph line exceeding limit or boundary marker. Surpassing visualization, going beyond limits, exceeding representation",Sales figures exceeded projections by 25% during the holiday season.  Drivers who exceed speed limits face fines and potential license suspension.  The project's success exceeded everyone's expectations and initial goals.  Costs should not exceed the allocated budget without prior authorization.  Her achievements far exceeded those of her peers in the competitive field.,"ছাড়িয়ে যাওয়া, অতিক্রম করা, বেশি হওয়া","ব্যর্থ হওয়া, কম পড়া"
6,Expert,n./adj.,/ˈek.spɜːt/,EK-spurt,এক-স্পার্ট,"expertise (n.), expertly (adv.)",A person highly skilled in,কোনো বিষয়ে অত্যন্ত দক্ষ ব্যক্তি,"[
{
""phrase"": ""expert opinion"",
""example_sentence"": ""The report examines expert opinion in a practical context.""
},
{
""phrase"": ""expert knowledge"",
""example_sentence"": ""The report examines expert knowledge in a practical context.""
},
{
""phrase"": ""expert witness"",
""example_sentence"": ""The report examines expert witness in a practical context.""
},
{
""phrase"": ""expert advice"",
""example_sentence"": ""The report examines expert advice in a practical context.""
}
]","[
{""phrase"": ""বিশেষজ্ঞের মতামত"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বিশেষজ্ঞের মতামত পরীক্ষা করে।""},
{""phrase"": ""বিশেষজ্ঞ জ্ঞান"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বিশেষজ্ঞ জ্ঞান পরীক্ষা করে।""},
{""phrase"": ""বিশেষজ্ঞ সাক্ষী"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বিশেষজ্ঞ সাক্ষী পরীক্ষা করে।""},
{""phrase"": ""বিশেষজ্ঞের পরামর্শ"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে বিশেষজ্ঞের পরামর্শ পরীক্ষা করে।""}
]",The committee sought expert opinion before making its final recommendation.,Expert knowledge is invaluable when dealing with highly specialised technical problems.,"pro, master, specialist, skilled, knowledgeable","novice, amateur, beginner","The technology expert demonstrated her expertise, solving complex problems others found impossible.","প্রযুক্তি বিশেষজ্ঞ তার দক্ষতা প্রদর্শন করলেন, জটিল সমস্যা সমাধান করলেন যা অন্যরা অসম্ভব মনে করেছিল।","Professional expert in their field demonstrating skills or knowledge, credentials visible. Mastery demonstration, expertise visualization, professional authority",Medical experts recommend regular exercise and balanced nutrition for optimal health.  She developed expertise in artificial intelligence through years of research and study.  Expert testimony helps juries understand complex technical and scientific evidence.  The surgeon expertly performed the delicate operation with precision and skill.  Consulting experts provides valuable insights when making important business decisions.,"বিশেষজ্ঞ, দক্ষ, পণ্ডিত, অভিজ্ঞ","নবীন, অপেশাদার"
6,Explicit,adj.,/ɪkˈsplɪs.ɪt/,eks-PLIS-it,এক্স-প্লিস-ইট,"explicitly (adv.), explicitness (n.), implicit (adj.), implicitly (adv.)",Stated clearly and in detail,স্পষ্টভাবে ও বিস্তারিতভাবে বলা,"[
{
""phrase"": ""make explicit"",
""example_sentence"": ""The team plans to make explicit during the next stage of the project.""
},
{
""phrase"": ""explicit reference"",
""example_sentence"": ""The report examines explicit reference in a practical context.""
},
{
""phrase"": ""explicitly stated"",
""example_sentence"": ""The report examines explicitly stated in a practical context.""
},
{
""phrase"": ""explicit knowledge"",
""example_sentence"": ""The report examines explicit knowledge in a practical context.""
}
]","[
{""phrase"": ""সুস্পষ্ট করা"", ""example_sentence"": ""দলটি প্রকল্পের পরবর্তী পর্যায়ে সুস্পষ্ট করার পরিকল্পনা করছে।""},
{""phrase"": ""সুস্পষ্ট উল্লেখ"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সুস্পষ্ট উল্লেখ পরীক্ষা করে।""},
{""phrase"": ""সুস্পষ্টভাবে বলা হয়েছে"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সুস্পষ্টভাবে বলা হয়েছে বিষয়টি পরীক্ষা করে।""},
{""phrase"": ""সুস্পষ্ট জ্ঞান"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সুস্পষ্ট জ্ঞান পরীক্ষা করে।""}
]",Good teaching makes learning goals explicit so students know exactly what is expected.,Explicit instruction involves clearly explaining rules before asking learners to apply them.,"clear, direct, plain, open, graphic","implicit, vague, hidden","The explicit warning label clearly indicated the content's mature nature, leaving no doubt about appropriateness.","স্পষ্ট সতর্কতার লেবেলটি বিষয়বস্তুর পরিণত প্রকৃতি স্পষ্টভাবে নির্দেশ করল, উপযুক্ততা সম্পর্কে কোনো সন্দেহ না রেখে।","Clear, bold text or instructions with no ambiguity, or warning label showing explicit content. Clarity visualization, unambiguous communication, explicit representation","The contract contained explicit terms specifying each party's obligations clearly.  Teachers should provide explicit instructions to ensure students understand assignments completely.  Explicit content warnings alert viewers to potentially disturbing material in media.  The guidelines were explicit, leaving no ambiguity about acceptable behavior standards.  She gave explicit permission for her work to be published and distributed.","সুস্পষ্ট, প্রত্যক্ষ, স্পষ্ট, উন্মুক্ত","অন্তর্নিহিত, অস্পষ্ট, গোপন"
6,Federal,adj.,/ˈfed.ər.əl/,FED-er-ul,ফেড-এর-আল,"federation (n.), federally (adv.), federalism (n.), federate (v.)",Relating to central national government,কেন্দ্রীয় জাতীয় সরকার সম্পর্কিত,"[
{
""phrase"": ""federal government"",
""example_sentence"": ""The report examines federal government in a practical context.""
},
{
""phrase"": ""federal level"",
""example_sentence"": ""The report examines federal level in a practical context.""
},
{
""phrase"": ""federal law"",
""example_sentence"": ""The report examines federal law in a practical context.""
},
{
""phrase"": ""federal funding"",
""example_sentence"": ""The report examines federal funding in a practical context.""
}
]","[
{""phrase"": ""ফেডারেল সরকার"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে ফেডারেল সরকার পরীক্ষা করে।""},
{""phrase"": ""ফেডারেল স্তর"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে ফেডারেল স্তর পরীক্ষা করে।""},
{""phrase"": ""ফেডারেল আইন"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে ফেডারেল আইন পরীক্ষা করে।""},
{""phrase"": ""ফেডারেল অর্থায়ন"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে ফেডারেল অর্থায়ন পরীক্ষা করে।""}
]",The federal government announced new funding for schools in low-income areas.,Federal law prohibits discrimination in any institution that receives government funding.,"national, central, government, union, state","local, state, private","The federal courthouse symbolized national authority, where laws affecting the entire country were adjudicated.",ফেডারেল আদালত ভবনটি জাতীয় কর্তৃত্বের প্রতীক যেখানে পুরো দেশকে প্রভাবিত করে এমন আইন বিচার করা হয়।,"Government building representing federal authority or map showing federated states. Central government visualization, federal system representation","Federal laws apply uniformly across all states within the nation.  The federal government manages national defense, foreign policy, and interstate commerce.  Switzerland operates as a federation with strong cantonal autonomy and central coordination.  Federal agencies enforce regulations protecting consumers and ensuring fair business practices.  The United States has a federal system balancing power between national and state governments.","সংযুক্ত, কেন্দ্রীয়, সরকারি, ফেডারেল","স্থানীয়, প্রাদেশিক, ব্যক্তিগত"
6,Fee,n.,/fiː/,FEE,ফি,feeble (adj.),A payment for a service,কোনো সেবার জন্য অর্থপ্রদান,"[
{
""phrase"": ""tuition fees"",
""example_sentence"": ""The report examines tuition fees in a practical context.""
},
{
""phrase"": ""service fee"",
""example_sentence"": ""The report examines service fee in a practical context.""
},
{
""phrase"": ""membership fee"",
""example_sentence"": ""The report examines membership fee in a practical context.""
},
{
""phrase"": ""fee structure"",
""example_sentence"": ""The report examines fee structure in a practical context.""
}
]","[
{""phrase"": ""টিউশন ফি"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে টিউশন ফি পরীক্ষা করে।""},
{""phrase"": ""সার্ভিস ফি"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সার্ভিস ফি পরীক্ষা করে।""},
{""phrase"": ""সদস্যপদ ফি"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে সদস্যপদ ফি পরীক্ষা করে।""},
{""phrase"": ""ফি কাঠামো"", ""example_sentence"": ""প্রতিবেদনটি একটি ব্যবহারিক প্রেক্ষাপটে ফি কাঠামো পরীক্ষা করে।""}
]",Rising tuition fees have forced many students to take on significant debt.,The membership fee covers access to all resources and events throughout the year.,"cost, price, charge, payment, rate","free, gift, discount","The detailed invoice listed all fees clearly, showing charges for services rendered during consultation.","বিস্তারিত চালান সমস্ত ফি স্পষ্টভাবে তালিকাভুক্ত করল, পরামর্শের সময় প্রদত্ত পরিষেবার জন্য চার্জ দেখাল।","Invoice or bill showing fees listed, or payment being made. Fee statement, cost itemization, payment visualization",University tuition fees have increased significantly over the past decade.  Lawyers charge fees based on hourly rates or flat amounts for services.  Banks often impose fees for account maintenance and transaction processing.  Entrance fees help museums fund operations and preserve cultural artifacts.  Late payment fees penalize customers who miss credit card payment deadlines.,"ফি, মূল্য, চার্জ, পারিশ্রমিক","বিনামূল্যে, উপহার"
